뉴스 식별자,news_id,news_date,news_date,news_name,news_reporter,news_title,news_content,news_url
1100701.202,1100701,2023.9.14,20230914,세계일보,남정훈,"LG트윈스, 브랜드 '빠더너스'와 콜라보 실시","프로야구 LG트윈스는 브랜드 ‘빠더너스’와 콜라보레이션을 통해 상품을 출시하고, 유튜브 컨텐츠에 대한 상호간의 협업을 진행한다.

LG트윈스와 ‘빠더너스’는 구단의 클래식, 레트로 로고와 ‘빠더너스’의 대표 캐릭터인 ‘문땡이’를 조합하여 ‘BASEBALL KIDS’를 컨셉으로 다양한 굿즈를 선보일 예정이다.

‘빠더너스’는 코메디언 겸 배우 문상훈이 프론트맨으로 있는 유튜브 ‘빠더너스’ 채널(구독자 128만명)에서 시작된 브랜드로 시즌별로 유쾌하고 기발한 제품을 선보이고 있다. 이번 콜라보를 통해 새로운 디자인의 유니폼 져지와 웜업자켓, 덕아웃자켓, 스?셔츠, 클래식 볼캡 등을 출시한다. 한편 LG트윈스와 ‘빠더너스‘ 콜라보 상품은 한정판 거래 플랫폼인 크림(KREAM)을 통해 온라인으로 발매되며, 21일부터 23일까지 3일간 구매할 수 있다. 구매한 상품은 10월 18일부터 순차적으로 배송될 예정이다.

또한 다양한 굿즈와 더불어 SNS 채널간의 디지털 협업을 진행한다. ‘빠더너스’ 채널의 ‘문상기자‘, ‘일타강사 문쌤’과 같은 인기 컨텐츠를 LG트윈스와의 협업으로 각색하여 팬들에게 신선한 재미를 선보일 예정이다.

LG트윈스, ‘빠더너스’ 콜라보에 대한 자세한 내용은 LG트윈스 공식 홈페이지와 SNS에서 확인할 수 있다.


남정훈 기자 che@segye.com",http://www.segye.com/content/html/2023/09/14/20230914510840.html
2100801.202,2100801,2023.9.5,20230905,아시아경제,이민지,"콘래드 서울, 모스키노와 손잡고 애프터눈티 세트 선봬","콘래드 서울이 가을을 맞이해 모스키노와 함께 애프터눈티 세트를 선보인다고 5일 밝혔다.

호텔 37층에 있는 '37 그릴 앤 바'에서는 콘래드 서울의 시그니처인 콘래드 미니 베어를 모티브해 제작된 틀에 향긋한 티 타임을 가질 수 있도록 애프터눈 티 세트를 제공한다. 귀여운 곰돌이 기물은 마치 인사를 나누는 듯한 모습으로 여성 손님들 사이에서 큰 인기를 얻고 있다. 이 인기를 바탕으로, 모스키노의 대표 아이콘인 테디베어를 형상화한 향수인 토이 시리즈와 콜라보를 진행한다.

모스키노와 콜라보레이션 애프터눈티 세트에는 훈제 연어, 햄치즈샌드위치, 옥수수 타르트 등의 세이보리와 시나몬 오렌지 초콜릿, 자스민 만다린 무스 등 7가지 다양한 디저트가 포함되어 있다. 그중에서 모스키노의 M을 상징하는 초콜릿과 테디베어 얼굴의 3종 무스도 이번 콜라보를 위해 특별히 제작되었다.

모스키노 콜라보 애프터눈티 세트를 이용하시는 모든 고객에게는 모스키노 토이 시리즈인 토이 2, 토이 보이, 토이 2 버블검이 포함된 3종 미니어처 향수를 제공하며 시향할 수 있는 공간도 37그릴 앤 바에 마련될 예정이다. 미니어처 향수로 받아볼 수 있는 모스키노 토이 시리즈 향수는 플로럴한 여성스러운 향부터 우디한 도시 삼성을 상징하는 향까지 다양한 종류로 구성됐다.

콘래드 관계자는 “콘래드 미니베어가 인기를 얻어 이탈리아 명품 브랜드인 모스키노와 콜라보 할 수 있게 됐다”며 “키치한 디자인이 다시 유행하면서 많은 분이 귀여운 테디베어 콜라보에 관심을 가질 것으로 기대된다”고 설명했다.

이민지 기자 ming@asiae.co.kr",https://view.asiae.co.kr/article/2023090515372537558
2100851.202,2100851,2023.9.4,20230904,아주경제,김다이,"30주년 맞은 송지오, 스포츠 브랜드 리복과 협업 컬렉션 선봬","SONGZIO(송지오), ‘송지오 X 리복’ 콜라보 컬렉션 출시. [사진=송지오]
K패션과 글로벌 스포츠 브랜드가 만났다.

K패션의 거장 '송지오(SONGZIO)'가 글로벌 스포츠 브랜드 '리복(REEBOK)'과 협업한 컬렉션을 출시했다고 4일 밝혔다.
 
이번 콜라보 컬렉션은 지난 6월 파리패션위크에서 선보인 '클럽C 레거시 컬렉션 슈즈'에 이은 협업 상품이다.

송지오는 올해 론칭 30주년을 맞이했으며, 리복은 브랜드 정체성을 대표하는 벡터 로고 탄생 30주년이 됐다. 이번 콜라보 컬렉션은 송지오의 아방가르드한 감성과 리복의 역동적인 무드가 더해진 트랙 셋업 1종과 볼캡 1종으로 구성됐다.
 
'송지오 X 리복 30YEARS 셋업'은 시그니처 코쿤 핏의 아노락과 벌룬 핏 조거 트랙 팬츠로 구성됐다. 터치감이 다른 2개의 화섬 원단을 사용해 특유의 볼륨감 있는 실루엣을 형성했다. 또한 팬츠는 탈부착이 가능한 디테일을 넣어 하프 팬츠로 투웨이 착용이 가능하며, 전면과 후면에 송지오 옴므와 리복의 콜라보 자수를 더했다.
 
화섬 볼캡은 전면에 양사의 자수 로고가 후면에는 'REEBOK' 자수와 송지오 옴므 'S' 금속 심볼 로고를 담았다.
 
송지오 관계자는 ""파리패션위크에서 성공적으로 선보였던 '클럽C 레거시 컬렉션 슈즈'에 이어 본격적인 리복과의 콜라보 작업과 동시에 송지오의 전위적인 30주년을 기념하게 되어 더욱 의미 있는 협업이었다""라며 ""이번 협업 외에도 아트 패션을 추구하는 만큼 해외 스튜디오, 해외 아티스트 등 송지오 하우스의 아방가르드한 철학과 색깔을 담아 다양한 협업을 지속적으로 선보일 예정이다""라고 말했다.

아주경제=김다이 기자 dayi@ajunews.com",https://www.ajunews.com/view/20230904142726301
1500601.202,1500601,2023.10.19,20231019,매일신문,김우정,"10월 풍성한 이벤트 준비 더벤티, 미니게임천국 콜라보 프리퀀시 등 진행","19일부터 3주간, 캐주얼 게임 ‘미니게임천국’ 콜라보 프리퀀시|| 20일 단 하루, ‘더벤티데이’ 멤버십 프로모션
더벤티 제공.
커피 프랜차이즈 더벤티가 19일부터 미니게임천국 콜라보 프리퀀시 및 더벤티데이로 풍성한 혜택의 10월 멤버십 프로모션을 진행한다.

더벤티는 19일부터 오는 11월 8일까지, 3주간 더벤티 멤버십 회원을 대상으로 컴투스 캐주얼 게임 미니게임천국 콜라보 프리퀀시를 진행한다.

프리퀀시 행사는 더벤티의 겨울 신메뉴 3종 홀리데이 체리소다, 그린윈터 티프레시, 리치시나몬 딥라떼 중 2잔과 자유 음료 2잔, 총 4잔의 음료를 구매 시 스탬프가 적립이 되며, 프리퀀시 완성 시 미니게임천국 인게임 아이템 '더벤티 코스튬 SET', '더벤티 스킨' 등을 얻을 수 있다.

또 더벤티는 프리퀀시 완성자를 대상으로 추첨을 통해 미니게임천국 스페셜 굿즈인 '집토끼 인형'과 '미니게임천국 콜드컵 1종'을 각 25명씩, 총 50명에게 제공할 예정이다.

더벤티는 20일 단 하루, 매월 멤버십 회원을 대상으로 다채롭고 특별한 할인 혜택을 제공하는 10월 더벤티데이도 진행한다.

10월 더벤티데이의 쿠폰팩은 픽업 주문 시 전 메뉴 500원 할인 쿠폰과 귀여운 토마토 모양, 크림치즈의 풍미가 매력적인 '토실짭짤 토마토빵' 1천원 할인 쿠폰, 겨울 시즌 음료 3종 1천원 할인 쿠폰으로 구성되어 있다.

멤버십 프로모션은 당일 신규 가입자를 포함한 모든 회원을 대상으로 하며 더벤티데이 쿠폰팩은 더벤티 브랜드 APP 메인 화면의 '오늘의 쿠폰'에서 다운로드 받을 수 있다. 보다 자세한 내용은 더벤티 브랜드 홈페이지 또는 앱을 통해 확인 가능하다.",https://news.imaeil.com/page/view/2023101916071029968
1500601.202,1500601,2023.9.8,20230908,매일신문,심헌재,공연 전시 함께 즐기는 청년주도형 예술축제 2023 남구청년예술제 '해야청청',"9월 13일 전야제…14~16일까지 대덕문화전당
2021 남구청년예술제. 대덕문화전당 제공.
대덕문화전당이 2023 남구 청년예술제, '함께 푸르다. 해야청청'을 13일 전야제를 시작으로 16일까지 대덕문화전당에서 개최한다.

'남구 청년예술제'는 예술인(팀)간의 콜라보를 통해 청년 예술인의 예술 활동을 적극적으로 지원하기 위해 지난 2021년 처음 시작했다. 목적에 걸맞게 그동안 대중음악, 무용, 국악, 서양음악, 낭독극, 음악연주 등 다양한 콜라보가 펼쳐졌다.

이번에 펼쳐지는 2023 남구청년예술제는 '함께 푸르다'는 슬로건과 '함께 해야만 한다'는 뜻의 '해야청청'이란 제목으로 개최된다. 올해는 특히 전국 3개 대학(경일대, 계명대, 중앙대) 청년 작가의 그룹전을 통해 공연과 전시를 함께 아우른다.

공연은 총 6팀이 한다. ▷국악‧현대무용‧기악을 콜라보하는 '권윤형x신민속악회 바디' ▷ 스트릿 댄스와 넌버벌 퍼포먼스가 합쳐진 '스낵댄스' ▷뮤지컬 배우와 락밴드가 함께 만들어가는 밴드극을 선보일 '그라비티' ▷우리 소리와 가곡의 콜라보, '우리음악집단 소옥' ▷퓨전밴드와 댄서의 조합 '엠오케스트락' ▷일렉트릭밴드와 소리꾼의 만남 '이기욱 일렉트릭밴드 x 소리꾼 김수경' 등이다.

메인 공연이 종료된 뒤 야외 공연장에서 이어지는 부대행사 '네트워킹 파티'도 있다. 여기에는 지난 해 수상팀인 ▷밴드하즈 ▷영남소리집단 오방색 ▷김형동 프로젝트 등 3팀의 축하 공연이 예정돼있다.

관람은 무료. 053-664-3118.",https://news.imaeil.com/page/view/2023090611253942264
1100701.202,1100701,2023.9.1,20230901,세계일보,김정환,"삼성전자, '더 프레임 디즈니 100주년 에디션' 출시 맞아 삼성 강남에서 '디즈니 콜라보 전시' 오픈","삼성전자가 9월 1일 라이프스타일 TV '더 프레임(The Frame) 디즈니 100주년 에디션' 공식 출시를 맞아 삼성 강남 2층에서 '디즈니 콜라보 전시'를 운영한다.

17일까지 운영하는 '디즈니 콜라보 전시'에서는 '더 프레임 디즈니 100주년 에디션'과 다양한 디즈니 콜라보 모바일 액세서리를 함께 만나볼 수 있다.

디즈니 100주년을 기념해 선보인 이번 에디션은 ▲'삼성 | 디즈니100' 온스크린 로고 적용 ▲'디즈니100' 로고가 새겨진 세련된 플래티넘 실버 메탈 베젤 탑재 ▲디즈니 인기 캐릭터 미키 마우스를 닮은 디즈니 100주년 에디션 솔라셀 리모트 등 차별화 포인트로 가치를 더했다.

또한, 더 프레임 예술 작품 구독 서비스 '아트 스토어'를 통해 '월트 디즈니(Walt Disney)', '픽사 애니메이션(Pixar Animation)', '마블(MARVEL)', '내셔널지오그래픽(National Geographic)'등 아트 컬렉션 이미지 100점을 이번 스페셜 에디션을 통해 감상할 수 있다.

삼성 강남 '디즈니 콜라보 전시'에서는 디즈니와 협업한 갤럭시 Z 플립5 수트 케이스와 플립 수트 카드, 갤럭시 S23 케이스, 갤럭시 워치6 시리즈 스트랩 등 다양한 콜라보 액세서리를 만나볼 수 있다. 또한 디즈니 자체 제품이 전시되는 공간도 마련되어 있다.

삼성전자는 삼성닷컴과 갤럭시 캠퍼스에서 디즈니 콜라보 모바일 액세서리를 구매하고 삼성 강남에서 제품을 픽업하는 고객을 대상으로 커피 쿠폰 증정 이벤트도 진행한다.

'더 프레임 디즈니 100주년 에디션'은 1일부터 삼성닷컴을 통해 판매를 시작한다. 1일 오후 7시에는 삼성닷컴에서 라이브 커머스로도 만나볼 수 있다.

공식 출시를 맞아 풍성한 구매 혜택도 준비했다. 닷컴에서 더 프레임 디즈니 100주년 에디션을 구매하는 고객에게는 디즈니 100주년 피크닉 스테인리스 컵과 '요기요' 모바일 상품권 3만 원권을 제공한다. 또한, '더 세리프'를 기준가에서 최대 50만 원 추가 할인된 가격으로 구매할 수 있는 할인 쿠폰을 증정한다. 사전 알림 신청 후 구매한 고객을 대상으로는 다양한 디즈니 캐릭터를 활용한 디퓨저를 추가로 제공한다.

삼성전자 관계자는 ""'더 프레임 디즈니 100주년 에디션' 출시를 맞아 오픈한 삼성 강남 '디즈니 콜라보 전시'에서 더 프레임 디즈니 100주년 에디션만의 디자인과 콘텐츠를 직접 보실 수 있을 것""이라며, ""앞으로도 새롭고 다채로운 콘텐츠 경험을 하실 수 있도록 다양한 브랜드 협업 기회를 강화해 나갈 예정""이라고 전했다.

자세한 내용은 삼성닷컴 홈페이지에서 확인할 수 있다.


김정환 기자 hwani89@segye.com",http://www.segye.com/content/html/2023/09/01/20230901508689.html
2100311.202,2100311,2023.8.28,20230828,서울경제,김동호 기자,"라이프스타일 브랜드 쿼시, 카멜커피와 콜라보 제품 선보여","개인&공간 위생을 위한 브랜드 쿼시가 국내 커피 브랜드 카멜커피와의 콜라보 제품을 출시한다. 오는 29일 출시를 앞두고 있는 콜라보 제품은 쿼시 세정 롤티슈에 카멜커피의 시그니처 컬러와 감각적인 일러스트를 더했다. 또한 “쿼시X카멜커피 세정 롤티슈”는 총 2가지 디자인으로 취향에 맞게 선택할 수 있으며, 주방, 거실 등 어디에 두어도 인테리어에 방해되지 않으며 빠르고 간편하게 사용할 수 있는 특장점을 가졌다. 쿼시 관계자는 카멜커피와의 콜라보 제품 출시에 있어 특별함과 재미를 통해 브랜드 가치를 더했다고 전했다. 해당 제품은 한정판매로 8월 29일(화) 쿼시 공식 홈페이지에서만 구매가 가능하고 다양한 세트구성으로도 만나볼 수 있으며, 카멜커피 매장에서도 확인할 수 있다.",http://www.sedaily.com/NewsView/29TL0I6K4C
1100301.202,1100301,2023.8.29,20230829,내일신문,정석용 기자 syjung@naeil.com,'콜라보 맛집' SPC 배스킨라빈스 파트너사와 동반성장,"'콜라보 맛집' SPC 배스킨라빈스
최근 식품 업계는 새로운 경험을 추구하고 자신만의 감성을 나타내길 원하는 MZ세대를 사로잡기 위해 이색 브랜드와 경계를 뛰어넘는 컬래버레이션을 진행하고 있다.





배스킨라빈스는 식음료, 캐릭터 IP, 디지털 플랫폼 등 다양한 분야와 협업하는 대표적인 '콜라보 맛집'으로 유명하다. 올해는 MZ세대 사이에서 힙하게 떠오르는 국내 브랜드와 손잡고 다양한 팬덤을 공략하며, 소비자 접점 확대 및 브랜드 경쟁력 강화에 나서 콜라보 맛집이라는 '닉값'을 제대로 하고 있다. 특히 배스킨라빈스는 수많은 브랜드와의 협업으로 축적된 노하우와 콘텐츠, 마케팅 전략, 영업망 등 자사의 강점을 적극적으로 활용해 국내 브랜드와 함께 성장할 수 있는 상생 협력의 선순환 모델을 구축하고 있다는 게 업계의 평가다.





배스킨라빈스는 인기 있는 국내 브랜드와의 협업으로 2030세대 소비자 사이에서 트렌디한 브랜드로 이미지를 강화하고 있다. 핫플레이스에서만 판매하는 색다른 디저트를 배스킨라빈스만의 노하우를 접목한 신제품으로 개발하는 한편 전국 약 1700여개 배스킨라빈스 매장에서 선보여 차별화된 브랜드 경험을 선사한다. 더불어 파트너사에게는 배스킨라빈스의 전국적인 유통망을 통해 다양한 지역의 소비자들에게 더욱 가깝게 다가가도록 돕고, 단독으로 진행하기 어려운 각종 프로모션, 광고 영상 등 다양한 콘텐츠를 활용해 대중화 기회를 제공한다.





최근 배스킨라빈스의 상생 협력 사례로 프리미엄 디저트 카페 '노티드(Knotted)', 스페셜티 커피 전문점 '프",http://www.naeil.com/news_view/?id_art=471790
2100801.202,2100801,2023.10.25,20231025,아시아경제,정진,"베베숲 아기세제, 침구 브랜드 ‘누비지오’와 콜라보 진행","7년 연속 물티슈 국내 판매 1위 베베숲이 침구 브랜드 ‘누비지오’와 함께 25일부터 29일까지 특별 콜라보 이벤트를 진행한다고 밝혔다.

이번 콜라보는 품절 대란을 일으켰던 베베숲 홈의 ‘패브릭 케어세트’와 누비지오의 ‘미피 알러지 케어 침구세트’가 만나 한정 수량 50% 할인 이벤트를 진행하며 누비지오 홈페이지에서 구매 가능하다. 가을 환절기에 따뜻한 침구로 교체하는 수요가 증가되는 시즌에 맞춰 주목할 만한 육아 필수템들이 함께하는 콜라보 이벤트로 벌써부터 많은 기대를 모으고 있다.

창립 24주년을 맞은 누비지오는 기획 단계에서 생산에 이르기까지, 자체 생산으로 믿을 수 있는 철저한 공정 과정으로 매 시즌 특별한 제품을 선보이고 있다. 특히 기능성 알러지 케어 소재로 피부가 연약한 아이들도 걱정 없이 사용할 수 있으며, 이번 콜라보에서는 귀여운 캐릭터까지 더해져 베스트 상품인 ‘미피 알러지 케어 침구 세트’가 준비되어 있다.

또한, 할인 이벤트 외에도 베베숲 인스타그램에서 ‘베베숲X누비지오 콜라보 이벤트’를 추가 진행한다. 누비지오의 24주년 기획세트 판매 소식과 베베숲과 누비지오의 콜라보 이벤트를 축하 댓글을 남기면 추첨을 통해 미피 알러지케어 차렵이불 (5명), 베베숲 홈 세탁세제·유연제 (3명) , 베베숲 홈 주방세제 (2명), 총 10명에게 경품을 증정한다.

한편, 베베숲 홈 아기 세탁세제는 잔여물 걱정 없이 삶은 듯 깨끗하게 세탁되는 제품으로, 향료를 제외한 모든 성분을 EWG ALL GREEN 등급의 안심 성분으로 사용했다. 순한 성분으로도 생활 속 다양한 오염원을 깨끗하게 세척할 수 있으며, 탈취력 테스트를 완료해 햇볕에 말린 듯 실내 건조에 탁월한 세제로 자리매김했다. 지난 베이비페어에 이어 올해 베이비페어에서도 뜨거운 반응을 얻어 연일 품절 대란을 일으키기도 했다.

베베숲 관계자는 “누비지오와 함께 좋은 기회로 고객들에게 이벤트를 선보일 수 있게 됐다”며, “이번 이벤트를 통해 많은 분들에게 베베숲과 누비지오를 알리고자 푸짐한 경품과 특별한 혜택을 준비했으니 많은 기대 부탁드린다”고 전했다.

정진 기자 peng1@asiae.co.kr",https://view.asiae.co.kr/article/2023102509181310224
1600201.202,1600201,2023.10.24,20231024,광주매일신문,,‘미켈레 끼아를로’ 와인 판매,롯데백화점이 한국 대표 작가 ‘박선기’와 이탈리아 대표 와이너리가 아트콜라보한 ‘미켈레 끼아를로’ 와인을 단독으로 판매한다.<롯데백화점 제공>,http://www.kjdaily.com/news_view.php?n=614033&tmp=20231024&s=4
1500701.202,1500701,2023.8.16,20230816,부산일보,박지훈,"컴포즈커피, 스테이씨(STAYC)와 콜라보 음료 '틴프레시 에이드' 출시","컴포즈커피가 그룹 스테이씨(STAYC)와 손잡고 9월 15일까지 여름 시즌 음료 ‘스테이씨 TEENFRESH(틴프레시) 에이드’를 새롭게 선보인다.

컴포즈커피는 스테이씨의 세 번째 미니앨범 ‘TEENFRESH(틴프레시)’ 발매를 기념해 팬들을 설레게 할 콜라보 음료와 프로모션을 준비했다. 특히 이번 컴백 앨범을 콘셉트로 한 신메뉴를 기획해 그 의미를 더했다.

콜라보 음료 ‘스테이씨 틴프레시 에이드’는 이름 그대로 스테이씨만의 강점인 틴프레시 매력을 더욱 극대화한 오렌지맛 탄산 에이드다. 탱글한 화이트펄이 주를 이루는 영롱한 비주얼과 청량하고 상큼한 맛이 어우러져 무더운 여름철 활력을 선사한다.

컴포즈커피는 스테이씨와의 협업을 기념하여 신메뉴 구매 고객을 대상으로 한 특별 이벤트도 진행한다. ‘스테이씨 틴프레시 에이드’를 1잔 구매 시, 스테이씨 포토카드 1장을 랜덤으로 증정한다. 포토카드는 스테이씨의 단체 이미지와 개인 이미지를 포함한 총 14종으로 구성됐다.

컴포즈커피 관계자는 “컴포즈커피를 사랑해주시는 고객과 팬들에게 신선한 경험을 선사하고자 스테이씨와 함께 콜라보 음료를 선보이게 됐다”며 “스테이씨의 틴프레시 매력과 이번 신메뉴의 환상적인 조합으로 여름철 더위를 상쾌하게 날려보시길 바란다”고 말했다.",https://www.busan.com/view/busan/view.php?code=2023081614524945311
1500701.202,1500701,2023.9.4,20230904,부산일보,김진호,"우리카드, ‘망그러진곰’ 한정판 디자인 출시","우리금융지주 자회사인 우리카드(사장 박완식)는 인기 캐릭터 ‘망그러진곰’과 콜라보한 한정판 디자인을 출시했다고 4일 밝혔다.



이번 콜라보로 지난달 출시한 신상품 ‘카드의정석 에브리1’에 망그러진곰 디자인 2종이 추가됐다.



내년 8월 말까지 1년간 발급 가능한 한정판 디자인으로 카드 플레이트뿐만 아니라 상품안내장, 배송 세트까지 망그러진곰 에디션으로 받아볼 수 있다.



디자인은 망그러진곰 팬과 우리카드 고객의 선호도 조사 및 투표를 통해 결정됐다. 약 3만 명이 참여했고 △행운망곰 △대왕망곰이 최종 선정됐다.



콜라보 디자인 출시를 기념해 이벤트를 진행한다. 해당 카드를 발급 받는 선착순 1만 명 고객은 카드 수령 시 망그러진곰 한정판 스티커 2매를 함께 받을 수 있다. 내달 말까지 우리카드 공식 인스타그램을 팔로우하고 망그러진곰 캐릭터를 직접 그려 인스타그램에 게시한 고객 중 10명을 추첨해 망그러진곰 쿠션 등 스페셜 굿즈도 증정한다.



우리카드 관계자는 “MZ세대에 인기 있는 캐릭터와 콜라보한 카드를 출시해 고객 기반을 확대할 수 있을 것이라 기대한다”며 “앞으로도 혜택과 디자인 모두를 충족시키는 카드를 출시할 예정이니 많은 관심 부탁드린다”고 말했다.



상품 및 이벤트에 대한 자세한 내용은 우리카드 홈페이지 및 우리원카드 앱을 통해 확인 가능하다.",https://www.busan.com/view/busan/view.php?code=2023090411375720437
2100601.202,2100601,2023.9.1,20230901,한국경제,,삼성전자 '더 프레임 디즈니 100주년 에디션' 출시 기념 '디즈니 콜라보 전시' 오픈,"삼성전자가 라이프스타일 TV ‘더 프레임 디즈니 100주년 에디션’ 공식 출시를 맞아 삼성 강남 2층에서 ‘디즈니 콜라보 전시’를 운영한다고 1일 밝혔다.

17일까지 운영하는 ‘디즈니 콜라보 전시’에서는 ‘더 프레임 디즈니 100주년 에디션’과 다양한 디즈니 콜라보 모바일 액세서리를 함께 만나볼 수 있다.

디즈니 100주년을 기념해 선보인 이번 에디션은 ▲’삼성 X 디즈니100′ 온스크린 로고 적용 ▲’디즈니100’ 로고가 새겨진 세련된 플래티넘 실버 메탈 베젤 탑재 ▲디즈니 인기 캐릭터 미키 마우스를 닮은 디즈니 100주년 에디션 솔라셀 리모트 등을 제공한다.

또한 더 프레임 예술 작품 구독 서비스 ‘아트 스토어’를 통해 ‘월트 디즈니’, ‘픽사 애니메이션’, ‘마블’, ‘내셔널지오그래픽’ 등 아트 컬렉션 100점을 이번 스페셜 에디션을 통해 감상할 수 있다.


삼성 강남 ‘디즈니 콜라보 전시’에서는 디즈니와 협업한 갤럭시 Z 플립5 수트 케이스와 플립 수트 카드, 갤럭시 S23 케이스, 갤럭시 워치6 시리즈 스트랩 등 다양한 콜라보 액세서리를 만나볼 수 있으며 디즈니 자체 제품이 전시되는 공간도 마련되어 있다.

삼성닷컴과 갤럭시 캠퍼스에서 디즈니 콜라보 모바일 액세서리를 구매하고 삼성 강남에서 제품을 픽업하는 고객을 대상으로 커피 쿠폰 증정 이벤트도 진행한다.

‘더 프레임 디즈니 100주년 에디션’은 1일부터 삼성닷컴을 통해 판매를 시작한다. 1일 오후 7시에는 삼성닷컴에서 라이브 커머스로도 만나볼 수 있다.

삼성전자는 ‘더 프레임 디즈니 100주년 에디션’ 공식 출시를 맞아 풍성한 구매 혜택도 준비했다. 삼성닷컴에서 더 프레임 디즈니 100주년 에디션을 구매하는 고객에게는 디즈니 100주년 피크닉 스테인리스 컵과 요기요 모바일 상품권 3만원권을 제공한다. 또한, ‘더 세리프’를 기준가에서 최대 50만 원 추가 할인된 가격으로 구매할 수 있는 할인 쿠폰을 증정하고 사전 알림 신청 후 구매한 고객을 대상으로 다양한 디즈니 캐릭터를 활용한 디퓨저를 추가로 제공한다.

삼성전자 관계자는 “‘더 프레임 디즈니 100주년 에디션’ 출시를 맞아 오픈한 삼성 강남 ‘디즈니 콜라보 전시’에서 더 프레임 디즈니 100주년 에디션만의 디자인과 콘텐츠를 직접 보실 수 있을 것”이라며, “앞으로도 새롭고 다채로운 콘텐츠 경험을 하실 수 있도록 다양한 브랜드 협업 기회를 강화해 나갈 예정”이라고 전했다.

자세한 내용은 삼성닷컴에서 확인할 수 있다.

한경닷컴 뉴스룸 open@hankyung.com",https://www.hankyung.com/article/202309017153O
2100501.202,2100501,2023.9.4,20230904,파이낸셜뉴스,김예지 기자 (yesji@fnnews.com),"""망그러진곰 덕후 모이세요"" 우리카드, '망그러진곰' 콜라보 한정판 디자인 출시","우리카드 제공
지난 4월부터 3만명 참여한 선호도 조사 통해 행운망곰, 대왕망곰 디자인 2종 선정 출시 기념 이벤트 진행...망그러진곰 한정판 스티커 2매, 스페셜 굿즈 등 증정


[파이낸셜뉴스] 우리카드가 인기 캐릭터 ‘망그러진곰’과 콜라보한 한정판 디자인을 출시했다고 4일 밝혔다.

이번 콜라보로 지난달 출시한 신상품 ‘카드의정석 에브리원(EVERY 1)’에 ‘망그러진곰’ 디자인 2종이 추가됐다. 내년 8월 말까지 1년간 발급 가능한 한정판 디자인이며 카드 플레이트뿐만 아니라 상품안내장, 배송 세트까지 망그러진곰 에디션으로 받아볼 수 있다. 카드 혜택은 ‘카드의정석 EVERY 1’과 동일하다.

디자인은 망그러진곰 팬과 우리카드 고객의 선호도 조사 및 투표를 통해 결정됐다. 지난 4월부터 망그러진곰 인스타그램 계정을 통해 5개 컨셉의 디자인 선호도 조사를 진행한 결과 △행운망곰 △대왕망곰이 각각 2만9000개, 2만1000개의 투표를 받아 최종 선정됐다.

우리카드는 콜라보 디자인 출시를 기념해 이벤트를 진행한다. 해당 카드를 발급받는 선착순 1만명 고객은 카드 수령 시 망그러진곰 한정판 스티커 2매를 함께 받을 수 있다. 오는 10월 말까지 우리카드 공식 인스타그램을 팔로우하고 망그러진곰 캐릭터를 직접 그려 인스타그램에 게시한 고객 중 10명을 추첨해 망그러진곰 쿠션 등 스페셜 굿즈도 증정한다.

우리카드 관계자는“MZ세대에 인기 있는 캐릭터와 콜라보한 카드를 출시해 고객 기반을 확대할 수 있을 것이라 기대한다”며 “앞으로 혜택과 디자인 모두를 충족시키는 카드를 출시할 예정이니 많은 관심 부탁드린다”고 전했다.",http://www.fnnews.com/news/202309041439489288
2100501.202,2100501,2023.8.22,20230822,파이낸셜뉴스,장유하 기자 (welcome@fnnews.com),"""KCC와 마시마로 콜라보 팝업스토어 김포 상륙""","KCC와 마시마로 콜라보 세 번째 팝업스토어(롯데백화점 김포공항점)를 방문한 고객들이 매장을 둘러보고 있다. KCC 제공

[파이낸셜뉴스] KCC가 KCC 페인트와 캐릭터 마시마로의 세 번째 콜라보 팝업스토어를 롯데백화점 김포공항점에서 오는 31일까지 선보인다.

22일 KCC에 따르면 이번 콜라보는 지난 7월 현대백화점 판교점과 천호점을 운영하며 받은 많은 관심에 보답하기 위해 기획됐다. 롯데백화점 김포공항점 GF층에 마련된 팝업스토어는 '숲으로 간 마시마로' 컨셉으로 다양한 크기의 인형과 한정판 에코백, 캐릭터 상품등 다양한 굿즈를 즐길 수 있도록 꾸몄다. 입구에 위치한 1m짜리 대형 마시마로 뒤로 페인트통에서 쏟아지는 녹색 페인트 조형물을 구성해 KCC 페인트 숲으로를 알리는 동시에 친환경성을 표현했다.

팝업스토어에서는 KCC 페인트와 마시마로의 협업으로 완성한 3종 아트워크가 인쇄된 한정판 에코백을 구매하면, 친환경 수성페인트 '숲으로 셀프' 페인트통과 꽃씨를 담은 굿즈 패키지를 무료로 제공한다. 페인트통에 동봉된 흙을 담아 꽃씨를 뿌려 직접 키워볼 수 있도록 구성한 체험형 패키지다.

KCC는 마시마로 콜라보 팝업스토어를 기념해 SNS이벤트도 진행한다. 숲으로 인스타그램을 팔로우하고, 숲으로 간 마시마로 팝업스토어 방문 인증샷을 해시태그와 함께 스토리나 피드에 업로드하면 20명을 추첨해 현대백화점 상품권 1만원권을 증정한다.

성지현 KCC 브랜드 커뮤니케이션팀 책임은 ""KCC페인트와 마시마로의 협업이 KCC 페인트의 이미지를 더 친근하게 느껴질 수 있도록 한 것 같다""며 ""앞으로도 오프라인에서 소비자와 직접 만나 소통할 수 있는 다양한 마케팅에 집중할 예정""이라고 말했다.",http://www.fnnews.com/news/202308220900034140
